	Tweet
3675	Veeva CEO: customers really appreciate that we have multiple products on one #cloud platform  https://t.co/QiGDJr2dTE via @MadMoneyOnCNBC
3676	Veeva CEO: we’re building one of the few multi-billion dollar, profitable #cloud companies  https://t.co/QiGDJqKCv4 via @MadMoneyOnCNBC
3677	Leaders from @biogen, @GSK, and @NestleHealthUS share digital strategies, via @PharmExecutive  https://t.co/nLW3EiELr0 #digitalinsights
3678	.@MBTwebsite: Learn the five major characteristics a pure-cloud #quality management system should include  https://t.co/dOAW6jjLtM
3679	#Clinicaltrials can be as simple as collect, decide, and act  https://t.co/hmcbU8Cw6i
3680	.@PharmExecutive talks with leaders from @biogen, @GSK, &amp; @NestleHealthUS about their digital transformation journey  https://t.co/nLW3EiELr0
3681	Lay a strong foundation for Regulatory Standardization.  https://t.co/oUuZJHccUn #UnifiedRIM
3682	Industry leaders share advice on how to standardize data and harmonize processes.  https://t.co/oUuZJHccUn #UnifiedRIM
3683	".@AlexAzar on modernizing content management processes: ""Speed of action is critical.""  https://t.co/OfuySImXnF #digitalinsights"
3684	.@AlexAzar shares how @LillyPad pivoted to key account management  https://t.co/OfuySImXnF #digitalinsights
3685	Digital Accelerators @AlexAzar &amp; Matt Wallach discuss what’s impacting the #lifesciences industry  https://t.co/MD4y4EXaP6 #digitalinsights
3686	Join the only industry event dedicated to digital asset management for #lifesciences #LSDAMevent2017  https://t.co/QqqtNIapUY
3687	Digital Accelerators @AlexAzar &amp; Matt Wallach discuss what’s impacting the #lifesciences industry  https://t.co/OfuySImXnF #digitalinsights
3688	Learn best practices from commercial leaders in our new Digital Accelerator series, via @PharmExecutive  https://t.co/Bn8tgfLmxx  https://t.co/1TCbOs40f0
3689	Get the backstory on Veeva CRM MyInsights from Veeva’s Arno Sosna, General Manager for #VeevaCRM:  https://t.co/Oj2e2flMlU #CRMInnovation
3690	See our library of #CRMInnovation Guides to help you get the most out of your #VeevaCRM investment:  https://t.co/HXmwbh05lm
3691	Discover #digital strategies from leaders @biogen, @GSK, &amp; @NestleHealthUS in our new Digital Accelerator series  https://t.co/Bn8tgfLmxx  https://t.co/uNZixIQToC
3692	5 Tracking Spreadsheets it’s Time for #Regulatory to Retire:  https://t.co/CiLIja9eDq #pharma
3693	@bluebirdbio, one of @techreview 's 50 Smartest Companies shares how Vault Quality streamlined interactions w/ CMOs  https://t.co/Zq2jmBqGRQ
3694	Introducing the Digital Accelerator series: insights from #digital pioneers to help evolve your commercial ops  https://t.co/Bn8tgfLmxx  https://t.co/oUy1D8LtAA
3695	Webinar replay: Findings from the 2017 Unified Clinical Operations Survey  https://t.co/gbyswhr02n #clinicalresearch  https://t.co/SywkW6tGPf
3696	.@ContractPharma: @bluebirdbio shares how Vault Quality streamlined processes and increased visibility with CMOs  https://t.co/Zq2jmBqGRQ
3697	Industry leaders share advice on how to standardize data and harmonize processes.  https://t.co/oUuZJHccUn #UnifiedRIM
3698	Find out which 5 tracking spreadsheets most #regulatory teams want to retire:  https://t.co/CiLIjaqQ20 - #pharma
3699	Freedom to visualize data any way you want. Read our #VeevaCRM MyInsights Innovation Guide to learn how:  https://t.co/HXmwbh05lm
3700	Industry leaders share advice on how to standardize data and harmonize processes.  https://t.co/oUuZJHccUn #UnifiedRIM
3701	#Clinicaltrials can be as simple as collect, decide, and act  https://t.co/hmcbU8Cw6i
3702	Industry leaders share advice on how to standardize data and harmonize processes.  https://t.co/oUuZJHccUn #UnifiedRIM
3703	Patients need quick decision making and real-time action. How a new approach to data management can help  https://t.co/hmcbU8kUHI
3704	5 Tracking Spreadsheets it’s Time for #Regulatory to Retire:  https://t.co/CiLIjaqQ20 #pharma
3705	The change management journey to a more strategic MSL function. Learn more  https://t.co/Be7p1hPM27 #medicalaffairs #medicalscienceliason
3706	Hear the results from one of the industry's largest, global clinical operations surveys.  https://t.co/gbyswhr02n #clinicalresearch  https://t.co/gZCxXqwXyl
3707	How can you manage change while evolving MSL teams? Learn more  https://t.co/Be7p1hPM27 #medicalaffairs #medicalscienceliason
3708	Quickly become proficient in key features of #VeevaCRM. Read our guides:  https://t.co/HXmwbh05lm #CRMInnovation
3709	How a new approach to EDC can turn #bigdata into actionable insights.  https://t.co/hmcbU8Cw6i
3710	Thank you @RepSwalwell for your time to discuss #innovation &amp; other important issues in the #BayArea, as well as our host @InnovTriValley
3711	Veeva CEO: “Employees should have the right to advance their careers without fear,” via @politico  https://t.co/5ifst1iUue #NonCompete
3712	Industry research reveals the impact of CTMS applications on #clinicaloperations. Learn more:  https://t.co/bM2kvrRHlj  https://t.co/BrsK0B5zvu
3713	@RutgersU professor of law Alan Hyde says #NonCompetes mean “slower growth, fewer startups.”  https://t.co/B3ntuV48oo
3714	Say goodbye to migrations with a modern approach to EDC  https://t.co/UuDzXVh6rz
3715	Patients need quick decision making and real-time action. How a new approach to data management can help  https://t.co/hmcbU8Cw6i
3716	@SyracuseU’s Natarajan Balasubramanian finds #NonCompete agreements “lock employees into their jobs.”  https://t.co/yKzldTBLBe
3717	#Clinicaltrials can be as simple as collect, decide, and act  https://t.co/hmcbU8Cw6i
3718	Veeva takes stand to set precedent for clauses that restrict employees’ basic rights, via @mercnews  https://t.co/yl6wFmAQ6r #Noncompete
3719	60% of global #clinicaloperations report site contracting and budgeting as the top challenge for study start-up.  https://t.co/gbyswh9oDN  https://t.co/kG3GsV0A40
3720	@RutgersU professor of law Alan Hyde says states that don’t enforce noncompetes have an advantage.  https://t.co/edJk0tXNid #OpenOpportunity
3721	Veeva CEO Peter Gassner: #NonCompete agreements “keep employees locked in jobs,” via @XpertHR  https://t.co/9Q4BRC0Z1h #OpenOpportunity
3722	Via @qualitydigest: A modern cloud #quality management system should include these five characteristics.  https://t.co/ygy3hPkbMg #cloud
3723	51% sponsors report the need for better visibility in clinical solutions. Read the latest in clinical operations:  https://t.co/bM2kvrRHlj  https://t.co/BG6i4QIwvs
3724	How a new approach to EDC can turn #bigdata into actionable insights.  https://t.co/hmcbU8Cw6i
3725	@nytimes Workers bound by noncompetes can't rely on outside offers to fairly value their talents, via @OrlyLobel  https://t.co/QUMr6w4OkF  https://t.co/lFumnsGAR3
3726	On-demand replay of DIA session on unified #clinicaloperations now available.  https://t.co/gbyswhr02n  https://t.co/xW8lAk3DNF
3727	#NonCompete agreements restrict fair competition for employees, via @axios  https://t.co/U4Gx3RiTY7 #OpenOpportunity
3728	New research reveals an industrywide need to unify #clinical applications. Read the full report here:  https://t.co/bM2kvrRHlj  https://t.co/NLPb4dxMct
3729	Veeva takes stand to stop “misuse” of #NonCompetes and related agreements, via @mercnews  https://t.co/yl6wFmAQ6r #OpenOpportunity  https://t.co/xnmwjvjk9n
3730	Nearly 1 in 5 labor force participants are bound by #NonCompetes, via @evanpstarr  https://t.co/hUp9KIQhLT #OpenOpportunity
3731	Join the only industry event dedicated to digital asset management for #lifesciences #LSDAMevent2017  https://t.co/QqqtNIapUY
3732	We believe #NonCompete agreements limit opportunities + suppress wages  https://t.co/biVFrsjHll, via @inafried @axios #OpenOpportunity  https://t.co/AjFI70qPYW
3733	"@BloombergRadio Veeva CEO re: noncompetes: “Restricting employee movement is bad for the economy""  https://t.co/xh7ujnlnue #OpenOpportunity  https://t.co/IXaNAdqqiK"
3734	@nytimes: Wages in states that enforce #NonCompetes are 10% lower, via @OrlyLobel   https://t.co/QUMr6w4OkF #nytimes  https://t.co/KDoJK1U5zF
3735	Employees should be able to move freely between jobs w/o #NonCompetes, via @mercnews  https://t.co/yl6wFmAQ6r #OpenOpportunity  https://t.co/Ujhz7zVoUJ
3736	Patients need quick decision making and real-time action. How a new approach to data management can help  https://t.co/hmcbU8Cw6i
3737	@BloombergRadio Veeva CEO Peter Gassner takes stance for worker rights, against noncompetes.  https://t.co/xh7ujnlnue #OpenOpportunity  https://t.co/MA15OPvFYw
3738	Via @nytimes #NonCompete agreements reduce entrepreneurship, impact the economy @OrlyLobel  https://t.co/QUMr6w4OkF #nytimes  https://t.co/emIVGqCrtv
3739	Veeva takes action to limit #NonCompete agreements  https://t.co/biVFrsjHll, via @inafried @axios #OpenOpportunity  https://t.co/hFJXH5OA14
3740	Eliminate rework associated with new #clinicaltrials with an agile operating model.  https://t.co/4xXWSZR9Sv @Clin_Trials
3741	How a new approach to EDC can turn #bigdata into actionable insights.  https://t.co/hmcbU8kUHI
3742	#Clinicaltrials can be as simple as collect, decide, and act  https://t.co/hmcbU8Cw6i
3743	Thanks to Richard Young and Hugo Cervantes for their webinar on EDC &amp; #eSource for #clinicaltrials @VeevaSystems  https://t.co/c6SQlyRC3z
3744	Read the latest Perspectives on Past, Present and Future of Clinical Trials in @Clin_Trials 25th anniversary issue  https://t.co/4xXWT08Lh5
3745	Learn how digital disruption is impacting event management in life sciences.  https://t.co/8w7xlhaBtp
3746	#Noncompete agreements hamper the economy. Companies have the power, employees don’t. @BloombergRadio and @CoryTV  https://t.co/xh7ujnlnue
3747	#NonCompete agreements restrict employees’ basic rights. @mercnews #OpenOpportunity  https://t.co/yl6wFmAQ6r
3748	It’s time for CEOs to think about what’s right. @BloombergRadio and @CoryTV #OpenOpportunity #NonCompete  https://t.co/xh7ujnlnue
3749	Say goodbye to migrations with a modern approach to EDC  https://t.co/UuDzXVh6rz
3750	Veeva CEO: For better wages or better work, employees should be able to change jobs @mercnews #NonCompete  https://t.co/yl6wFmjeHR
3751	#NonCompete agreements are a big issue. Let’s do something about it. @BloombergRadio and @CoryTV #OpenOpportunity  https://t.co/xh7ujnlnue
3752	Veeva hopes to give U.S. employees freedom to move @mercnews #OpenOpportunity #NonCompete  https://t.co/yl6wFmAQ6r
3753	Read why harmonizing trial information is the first step toward a unified #clinical environment.  https://t.co/4xXWSZR9Sv
3754	California company fights to protect employee rights outside the state against #NonCompete clauses via @Reuters  https://t.co/2admQ9HH1H
3755	Patients need quick decision making and real-time action. How a new approach to data management can help  https://t.co/hmcbU8Cw6i
3756	Today's @ProMorningShift: CA company fights to liberate people outside the state from #NonCompete  https://t.co/V6mY08NFlQ #OpenOpportunity
3757	Lawsuit goes after #NonCompete clauses to liberate employees from unfair restrictions  https://t.co/V6mY08NFlQ via @politico #OpenOpportunity
3758	.@CDISC @transcelerate @DrugInfoAssn are creating a common language for #clinicaltrial information. Learn more:  https://t.co/4xXWT08Lh5
3759	Veeva aims to liberate CA employers from #NonCompete restrictions in other states  https://t.co/STs8QRJzvT via @technology #OpenOpportunity
3760	Veeva is taking a stand to limit #NonCompete agreements  https://t.co/STs8QRJzvT via @technology @mcbridesg &amp; Peter Blumberg #OpenOpportunity
3761	Veeva taking action to stop cos' misuse of agreements that restrict employee mobility #NonCompete  https://t.co/6Ae36SmKvl #OpenOpportunity
3762	#NonCompete agreements suppress wages &amp; stifle innovation &amp; economic growth  https://t.co/STs8QRJzvT via @technology #OpenOpportunity
3763	Drive new levels of efficiency across the entire clinical ecosystem with a next-gen #clinical model.  https://t.co/4xXWT08Lh5 @Clin_Trials
3764	Veeva CEO: people should have right to use skills &amp; experience to advance their careers #NonCompete  https://t.co/6Ae36SmKvl #OpenOpportunity
3765	California suit aims to weaken #NonCompete agreements  https://t.co/biVFrsjHll, via #axioslogin @inafried @axios #OpenOpportunity
3766	Veeva takes stand, fights unfair business practices that limit employees' basic rights  https://t.co/6Ae36SmKvl #NonCompete #OpenOpportunity
3767	Learn the 5 characteristics of a unified clinical environment delivering new levels of efficiency:  https://t.co/4xXWT08Lh5
3768	Say goodbye to migrations with a modern approach to EDC  https://t.co/UuDzXVh6rz
3769	Industry reveals growing need to unify #clinical operations &amp; process. Read more:  https://t.co/It7aBt1sFP  https://t.co/eHxpkk3NxN
3770	#Clinicaltrials can be as simple as collect, decide, and act  https://t.co/hmcbU8Cw6i
3771	Hear the results from one of the industry's largest, global #clinical operations surveys.  https://t.co/gbyswhr02n  https://t.co/JCLzExDVxY
3772	.@Clin_Trials: Industry survey of clinical ops leaders reveals top drivers for a unified clinical model. Learn More:  https://t.co/DxdZVsUzxj
3773	Say goodbye to migrations with a modern approach to EDC  https://t.co/UuDzXVh6rz
3774	How a new approach to EDC can turn #bigdata into actionable insights.  https://t.co/hmcbU8Cw6i
