	Tweet	sweet
2277	100% of clinical leaders report a need to improve CTMS operations. Discover the biggest opportunities for improvement at  https://t.co/7lrb5VTBka #ClinicalTrials #CTMS	clinic leader report need improv al_caps_ctm oper discov biggest opportun improv clinicaltri al_caps_ctm
2278	There is tremendous opportunity to bring together trial stakeholders, simplify information exchange, and improve collaboration in #clinicaltrials. Watch the R&amp;D Summit keynote to learn more:  https://t.co/z1TvbteAoj	tremend opportun bring togeth trial slavehold simplifi inform exchang improv collabor clinicaltri watch randampd summit denot learn
2279	99% of industry leaders report challenges with their clinical trial processes. Learn how a unified approach to CTMS delivers better outcomes:  https://t.co/x0kR76uh3s	industri leader report challeng clinic trial process learn unifi approach al_caps_ctm deliv better outcom
2280	Learn how ARG is leading the pack and fueling efficiency by automating the delivery of monitoring reports to the trial master file.  https://t.co/9Cy0HuDrzX  #ClinicalTrials  https://t.co/JuRgz4Qeiu	learn al_caps_arg lead pack feel effici automat deliveri monitor report trial master file clinicaltri
2281	Finding the right medical content at the right time is a key challenge. Hear how pharma can address this. #MedicalAffairs  https://t.co/apATqBAMiD  https://t.co/2ETIQmblGL	find right medic content right time key challeng dear parma address medicalafair
2282	Learn what #lifesciences leaders consider the biggest data challenges and priorities:  https://t.co/tlbOtHT2pk	learn lifesci leader consid biggest data challeng prioriti
2283	.@Incyte shares their approach to selecting a study start-up solution at #VeevaSummit. Get the slides &gt;  https://t.co/y0aLj5nIxV #clinicalops	atus share approach select studi start solut vevasumit met side and clinicalop
2284	Read the 2018 Annual CRO Report to find out how CROs are evolving clinical processes.  https://t.co/WZfdl8FbYE  https://t.co/wYaDc086Po	head annual al_caps_cro report find al_caps_cro revolv clinic process
2285	Streamline and standardize site identification and greenlighting in #clinicaltrials.  https://t.co/0uaSVGLDd0	streamlin standard site identif grenlight clinicaltri
2286	Identify and quantify the value of a unified clinical landscape for your organization. Register now:  https://t.co/FyOA1syQut  https://t.co/d7LrQm32W4	identifi quantiti valu unifi clinic landscap organ regist
2287	100% of industry leaders report the need to improve CTMS operations. Explore new approaches to improving #clinicaltrial performance:  https://t.co/72XVDcyggU  https://t.co/CZXA2buTmD	industri leader report need improv al_caps_ctm oper explor new approach improv clinicaltri perform
2288	“I believe in the Veeva platform.” Learn how ARG’s Chief Technology Officer improves speed and client service through unified CTMS and eTMF  https://t.co/9Cy0HuDrzX #ClinicalTrials  https://t.co/DYtiLSCfvT	believ eva platform learn al_caps_arg chief technolog offic improv speed client servic unifi al_caps_ctm eal_caps_etmf clinicaltri
2289	Recent survey reveals 35% of respondents currently have a data initiative underway. Learn more  https://t.co/KItW4UDQ2i	recent survey reveal respond current data initi underway learn
2290	Johnson &amp; Johnson shares their vision to transform the way study start-up is conducted globally at #VeevaSummit. Get the slides &gt;  https://t.co/LOjYAj3b6e @JNJNews  https://t.co/wBiV2qiQZA	johnson adam johnson share vision transform way studi start conduct local vevasumit met side and atus
2291	Run more efficient #clinicaltrials with unified CTMS and study startup.  https://t.co/GJzvPAk0Rs  https://t.co/U5aOEQQzDG	run effici clinicaltri unifi al_caps_ctm studi start
2292	83% of clinical leaders are taking action to streamline study start-up. Discover the top challenges and drivers for improvement:  https://t.co/RXtk6RAD3K #studystartup #clinicaltrials  https://t.co/uSzzXkNJ9C	clinic leader take action stream studi start discov top challeng driver improv studystartup clinicaltri
2293	89% of Sponsors and CROs feel their current CTMS doesn’t fully support governance and oversight required by #ICHGCP E6(R2) guidelines. Learn more at  https://t.co/7lrb5VTBka #ClinicalTrials	sponsor al_caps_cro feel current al_caps_ctm doesn fulli support govern oversight requir al_caps_ichgcp of guidelin learn clinicaltri
2294	#ArtificialIntelligence will enable field reps within the #lifesciences industry to become more efficient and agile within the field. Hear more:   https://t.co/vrOorCvgPx  https://t.co/DjW92F59KT	artificialintelig enabl field rep lifesci industri becom effici agil field dear
2295	Hear the benefits of a unified #clinical landscape in this on-demand webinar.  https://t.co/eDHIsjk7RT  https://t.co/tFmQiIvXLp	benefit unifi clinic landscap demand weimar
2296	A single global data model can enable successful digital transformation. Learn more:  https://t.co/4JTmHC7Jtr	singl global data model enabl success digit transform learn
2297	Learn how to establish a collaborative KOL engagement strategy  https://t.co/uCo0JUSX1x	learn establish collabor al_caps_kol engag strategi
2298	Join @Idorsia and Veeva to explore how a unified clinical operating model can simplify and streamline study execution.  https://t.co/FyOA1syQut  https://t.co/c5K1C5gixR	join atus eva explor unifi clinic oper model simplifi stream studi execut
2299	Learn how progress in medicine &amp; technology create new possibilities for scientific experts to advance patient care  https://t.co/z8EdgHsqh7  https://t.co/UxgYHu00Ui	learn progress medicin adam technolog creat new possibl scientif expert advanc patient care
2300	.@Incyte shares their plan to tackle the complex site activation process and increase study start-up speed and quality:  https://t.co/y0aLj5nIxV #studystartup #clinicaltrials	atus share plan tackl complex site motiv process increas studi start speed qualiti studystartup clinicaltri
2301	Learn how study start-up teams can easily navigate complex and frequently changing country-specific processes through pre-configured workflows in Vault Study Startup:  https://t.co/4G4a49oOS4	learn studi start tear easili navig complex frequent chang countryspecif process preconfigur workflow fault studi startup
2302	Improve clinical trial performance with a unified approach to CTMS and study start-up  https://t.co/E0nome6eEQ  #clinicaltrials  https://t.co/MupbY0Stj4	improv clinic trial perform unifi approach al_caps_ctm studi start clinicaltri
2303	Say good-bye to #spreadsheets, hello to smarter roster management! Join us for a Veeva Align webinar on Feb 27 at 1pm ET to learn how to automate your roster process.  https://t.co/eJySiav6en	may goodbi spreadsheet hello smarter foster manag join eva align weimar web of learn automat foster process
2304	Check out these four Veeva CRM Approved Email mini-demos (only 2 min each!) to learn how to extend HCP conversations beyond face-to-face and improve customer relationships.  https://t.co/sR6860L5gZ  https://t.co/kGQcIzO65e	check eva al_caps_crm approv email minidemo min learn extend al_caps_hcp convers facetofac improv custom relationship
2305	Spreadsheets are so 2018! Join us for “Farewell Spreadsheets: Smarter Roster Management with Veeva Align” on Feb 27 at 1pm ET. Register now:  https://t.co/eJySiav6en  https://t.co/kz4I1G3ozR	spreadsheet join farewel spreadsheet smarter foster manag eva align web of regist
2306	Most CTMS applications fail to support key CTMS processes. Learn how a unified environment increases efficiency, collaboration, and quality:  https://t.co/72XVDcyggU  https://t.co/RCLD45xVjA	most al_caps_ctm applic fail support key al_caps_ctm process learn unifi environ increas effici collabor qualiti
2307	Learn how unified documents and data leads to closed-loop study management in this on-demand webinar:  https://t.co/eDHIsjk7RT  https://t.co/WQKhEzNzPT	learn unifi document data lead closedlop studi manag demand weimar
2308	Hear how @Idorsia is leveraging state-of-the art technologies to optimize clinical trial processes and accelerate innovation.  https://t.co/FyOA1syQut  https://t.co/42B3rBll5l	dear atus averag stateofth art technolog optim clinic trial process acceler innov
2309	Say good-bye to #spreadsheets, hello to smarter roster management! Join us for a Veeva Align webinar on Feb 27 at 1pm ET to learn how to automate your roster process.  https://t.co/eJySiav6en	may goodbi spreadsheet hello smarter foster manag join eva align weimar web of learn automat foster process
2310	See how Vault Study Startup gives study start-up specialists and managers complete visibility into critical milestones, tasks, and activities with a dedicated homepage:  https://t.co/hxoU3iU1aH	see fault studi startup give studi start specialist manag complet visibl critic mileston task activ dedic homag
2311	Shire: Improving time to market with an end-to-end #digitalsupplychain with Veeva. Find out more  https://t.co/aaj3bnwfqt	hire improv time market endtoend digitalsuplychain eva mind
2312	Three best practices for ensuring that your organization is always using the latest medical information. #MedicalAffairs  https://t.co/I2IZFnKpGN  https://t.co/WrNYCzkZTe	best practic ensur organ alway use latest medic inform medicalafair
2313	Come and connect with the growing R&amp;D community at Veeva R&amp;D Summit, Europe. See what some of last year’s attendees had to say and see what makes this event unmissable.  https://t.co/59OKCTpD3K  #veurdsummit  https://t.co/GdlT138i6O	some connect grow randampd commun eva randampd summit europ see last year attend say see make event unami veurdsumit
2314	Identify and quantify the value of study start-up improvements for your organization. Hear more on Thursday, February 21 at 11:45 a.m. #SCOPE2019  https://t.co/6GzibZMJQO	identifi quantiti valu studi start improv organ dear thursday februari al_caps_scop
2315	Check out these four Veeva CRM Approved Email mini-demos (only 2 min each!) to learn how to extend HCP conversations beyond face-to-face and improve customer relationships.  https://t.co/sR6860L5gZ  https://t.co/xN13vmdk5L	check eva al_caps_crm approv email minidemo min learn extend al_caps_hcp convers facetofac improv custom relationship
2316	Gain full transparency into trial activities - from study planning to closure - by unifying clinical trial operations.  https://t.co/Z53Nc90kMy #clinicaltrials  https://t.co/fpLu8yeQFX	pain full transpar trial activ studi plan closur unifi clinic trial oper clinicaltri
